 m,M ->b,B
-3.050000E-01 6.426326E+01
-2.950000E-01 6.432953E+01
-2.850000E-01 6.441043E+01
-2.750000E-01 6.450595E+01
-2.650000E-01 6.461609E+01
-2.550000E-01 6.474085E+01
-2.450000E-01 6.488024E+01
-2.350000E-01 6.503426E+01
-2.250000E-01 6.520290E+01
-2.150000E-01 6.538616E+01
-2.050000E-01 6.558405E+01
-1.950000E-01 6.579657E+01
-1.850000E-01 6.602370E+01
-1.750000E-01 6.626546E+01
-1.650000E-01 6.652185E+01
-1.550000E-01 6.679286E+01
-1.450000E-01 6.707850E+01
-1.350000E-01 6.737875E+01
-1.250000E-01 6.769364E+01
-1.150000E-01 6.802315E+01
-1.050000E-01 6.836728E+01
-9.500000E-02 6.872603E+01
-8.500000E-02 6.909942E+01
-7.500000E-02 6.948742E+01
-6.500000E-02 6.989005E+01
-5.500000E-02 7.030731E+01
-4.500000E-02 7.073918E+01
-3.500000E-02 7.118569E+01
-2.500000E-02 7.164681E+01
-1.500000E-02 7.212257E+01
-5.000000E-03 7.261294E+01
5.000000E-03 7.311794E+01
1.500000E-02 7.363757E+01
2.500000E-02 7.417182E+01
3.500000E-02 7.472069E+01
4.500000E-02 7.528419E+01
5.500000E-02 7.586231E+01
6.500000E-02 7.645506E+01
7.500000E-02 7.706243E+01
8.500000E-02 7.768442E+01
9.500000E-02 7.832104E+01
1.050000E-01 7.897229E+01
1.150000E-01 7.963816E+01
1.250000E-01 8.031865E+01
1.350000E-01 8.101377E+01
1.450000E-01 8.172351E+01
1.550000E-01 8.244787E+01
1.650000E-01 8.318686E+01
1.750000E-01 8.394048E+01
1.850000E-01 8.470872E+01
1.950000E-01 8.549158E+01
2.050000E-01 8.628907E+01
2.150000E-01 8.710118E+01
2.250000E-01 8.792792E+01
2.350000E-01 8.876928E+01
2.450000E-01 8.962527E+01
2.550000E-01 9.049588E+01
2.650000E-01 9.138111E+01
2.750000E-01 9.228097E+01
2.850000E-01 9.319545E+01
2.950000E-01 9.412456E+01
3.050000E-01 9.506829E+01
3.150000E-01 9.602665E+01
3.250000E-01 9.699963E+01
3.350000E-01 9.798723E+01
3.450000E-01 9.898946E+01
3.550000E-01 1.000063E+02
3.650000E-01 1.010378E+02
3.750000E-01 1.020839E+02
3.850000E-01 1.031446E+02
3.950000E-01 1.042200E+02
4.050000E-01 1.053100E+02
4.150000E-01 1.064146E+02
4.250000E-01 1.075338E+02
4.350000E-01 1.086676E+02
4.450000E-01 1.098161E+02
4.550000E-01 1.109792E+02
4.650000E-01 1.121569E+02
4.750000E-01 1.133493E+02
4.850000E-01 1.145562E+02
4.950000E-01 1.157778E+02
5.050000E-01 1.170140E+02
5.150000E-01 1.182649E+02
5.250000E-01 1.195304E+02
5.350000E-01 1.208105E+02
5.450000E-01 1.221052E+02
5.550000E-01 1.234145E+02
5.650000E-01 1.247385E+02
5.750000E-01 1.260771E+02
5.850000E-01 1.274303E+02
5.950000E-01 1.287981E+02
6.050000E-01 1.301806E+02
6.150000E-01 1.315777E+02
6.250000E-01 1.329894E+02
6.350000E-01 1.344157E+02
6.450000E-01 1.358567E+02
6.550000E-01 1.373123E+02
6.650000E-01 1.387825E+02
6.750000E-01 1.402673E+02
6.850000E-01 1.417668E+02
6.950000E-01 1.432808E+02
7.050000E-01 1.448096E+02
7.150000E-01 1.463529E+02
7.250000E-01 1.479108E+02
7.350000E-01 1.494834E+02
7.450000E-01 1.510706E+02
7.550000E-01 1.526725E+02
7.650000E-01 1.542889E+02
7.750000E-01 1.559200E+02
7.850000E-01 1.575657E+02
7.950000E-01 1.592260E+02
8.050000E-01 1.609010E+02
8.150000E-01 1.625905E+02
8.250000E-01 1.642947E+02
8.350000E-01 1.660136E+02
8.450000E-01 1.677470E+02
8.550000E-01 1.694951E+02
8.650000E-01 1.712578E+02
8.750000E-01 1.730351E+02
8.850000E-01 1.748271E+02
8.950000E-01 1.766336E+02
9.050000E-01 1.784548E+02
9.150000E-01 1.802906E+02
9.250000E-01 1.821411E+02
9.350000E-01 1.840061E+02
9.450000E-01 1.858858E+02
9.550000E-01 1.877802E+02
9.650000E-01 1.896891E+02
9.750000E-01 1.916127E+02
9.850000E-01 1.935509E+02
9.950000E-01 1.955037E+02
